hashtags/0,hashtags/1,hashtags/2,hashtags/3,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,mentions/1,urls/1,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,urls/2,mentions/2,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8
,,,,,1230307329,"Cavaliers excited to see Richard Jefferson again, expecting to hear lots of (soup?) jokes Saturday -… https://t.co/mP4jF1SNBs",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,https://twitter.com/i/web/status/969997972527185921,,,,,,,,,,,,,,,,
defendtheland,,,,,299323392,Game one has been pushed back to 1:00!! See you here!! #defendtheland https://t.co/zHK7edIHSB,Titan 23 Athletics,https://pbs.twimg.com/profile_images/884749050947534848/bBHqE7Mo_normal.jpg,452,TitanUp_RHS,Mission Statement: DEVELOP • INSPIRE • EMPOWER. Follow us for information on your Ridgeland High School athletic teams!,Tue Jan 03 19:27:47 +0000 2017,-753446911,413,0,,,,,,,,,,,,,,,,,
BarginBin,Cavs,DefendTheLand,,,1310183425,"#BarginBin
SG: Kyle Korver #Cavs #DefendTheLand
Sal: $3700
Avg FPS: 14.97
Fantasy Point Averages -&gt;… https://t.co/llOT5NwAan",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,135015396,1447,0,https://twitter.com/i/web/status/969991869458534401,,,,,,,,,,,,,,,,
DefendtheLand,,,,Manveer Pooni,-1894346752,RT @3JMcCollum: mood. #DefendtheLand https://t.co/gXE3kO9oMI,Aaliyah Holmes,https://pbs.twimg.com/profile_images/952294861360762880/aR6lxH_z_normal.jpg,248,Aholmes_15,C/o '22 🎓🏀 @CoachCDW,Mon Oct 17 01:08:06 +0000 2016,1314127873,388,0,,,,,,,,,,,,,,,,,
king,DefendtheLand,,,Cam,710397956,"Don't even bother, the #king staying home! @cam_juliu @FiscusJonathan @SKmetz4 ....#DefendtheLand https://t.co/MxcL5hdfGb",DAVID RIVERA,https://pbs.twimg.com/profile_images/971796681728647169/GSF1rwrW_normal.jpg,100,daverivera440,"Host of THE LOCKER ROOM sports talk radio show #beonair student @Ohmediaschool #Allsportscleveland
Covering H.S.Hoops for @neosportsinsider",Wed Nov 29 21:21:43 +0000 2017,1532362754,397,0.375,https://twitter.com/freddie9583/status/969964779900203009,Jonathan Fiscus,,,,,,,,,Steven Kmetz,,,,,,
DefendTheLand,,,,,1775583233,"Daily News - March 3, 2018 - https://t.co/Kd35Fgz3hn https://t.co/W3pSLTbTnR #DefendTheLand https://t.co/xqF1wLnGKK",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QJb73b,,,,,,,,,,,,,,
,,,,,-476733440,"How much would a JR Smith contract buyout cost the Cavaliers? 'Hey, Joe!' - https://t.co/WsA7eHhQcs… https://t.co/IJqpTZSlwo",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.125,http://cleveland.com,,https://twitter.com/i/web/status/969946405442789376,,,,,,,,,,,,,,
DefendtheLand,,,,Manveer Pooni,-535384063,RT @3JMcCollum: mood. #DefendtheLand https://t.co/gXE3kO9oMI,Alaeh,https://pbs.twimg.com/profile_images/942549128592142336/XsB7xdV8_normal.jpg,337,alaehdeanne,DHS '19🎓|#23🏀,Sat Apr 30 23:50:26 +0000 2016,-1588260863,249,0,,,,,,,,,,,,,,,,,
AllForOne,DefendTheLand,,,,1305792512,Mamaya Cavs vs Nuggets 🏀 #AllForOne #DefendTheLand,Miguel Carlo Damitan,https://pbs.twimg.com/profile_images/962643955845283840/tCic2aJI_normal.jpg,555,MCDamitan,Heart Strong 💪🏻❤️|| Damitan Family|| UECS & MCL Student|| #ALLINMCD|| I Promise|| SFG|| Queen eLIZAbeth’s 🔥||,Fri Oct 23 11:36:35 +0000 2015,-304297624,302,0,,,,,,,,,,,,,,,,,
DefendtheLand,,,,Manveer Pooni,-1227444223,RT @3JMcCollum: mood. #DefendtheLand https://t.co/gXE3kO9oMI,shaayy .,https://pbs.twimg.com/profile_images/971050897882124288/n9-Zoj5G_normal.jpg,166,lolimshayy,new account | #22 🏀 | Future Lawyer ⚖️,Thu Nov 16 03:20:04 +0000 2017,-677916672,78,0,,,,,,,,,,,,,,,,,
UCBMKINGS,BackTobackChampion,defendtheland,,,1628778497,"Salamat sa panalo papa god :)
#UCBMKINGS
#BackTobackChampion
#defendtheland",Teb 🔥,https://pbs.twimg.com/profile_images/970383331828232192/GaR58gaw_normal.jpg,105,johnstevecruzz,Humble 🔥,Tue Apr 19 23:05:23 +0000 2016,1205084160,202,0.125,,,,,,,,,,,,,,,,,
,,,,,-233517056,"Cleveland Cavaliers vs. Denver Nuggets, Game 62 preview and listings - https://t.co/WsA7eHhQcs… https://t.co/DDpE7widks",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://cleveland.com,,https://twitter.com/i/web/status/969911972933193728,,,,,,,,,,,,,,
OneBigFight,DefendtheLand,,,Kyrie,-652947455,@AceAsis @mchjacobex Go @mchjacobex !!!!! #OneBigFight #DefendtheLand,Jollivey,https://pbs.twimg.com/profile_images/966679882951311361/a9pdK-DN_normal.jpg,390,veyvillones_,Hitter sa River,Thu Sep 18 11:21:02 +0000 2014,-1478122238,322,0,,Micah Jacobe,,,,,,,,,Micah Jacobe,,,,,,
,,,,,1347698689,Cleveland Cavaliers: JR Smith's suspension was justified by why soup in the first place? - Factory Of Sadness… https://t.co/odoH1AQO16,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.25,https://twitter.com/i/web/status/969826633514237953,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,Cavs,Tickets,,1666461696,#CavsNation #DefendtheLand #Cavs #Tickets 2005 UD Hardcourt #14 LEBRON JAMES PSA 10 Cleveland Cavaliers (SC4-426) -… https://t.co/4wBNXeFaBE,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969814852737708032,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,Cavs,Tickets,,1461116933,#CavsNation #DefendtheLand #Cavs #Tickets 2005 Bowman Chrome Draft Picks and Prospects #23 LEBRON JAMES PSA 10 (SC4… https://t.co/sBEJzRXFs3,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969814852532363269,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,-1068068864,#CavsNation #DefendtheLand #GoCavs #Cavs SET OF 2 CLEVELAND CAVALIERS NEWSPAPER FRAMED 2016 NBA CHAMPIONS NEWS HERA… https://t.co/PaYXq8NBsR,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969795866247729152,,,,,,,,,,,,,,,,
DefendTheLand,,,,cata.＠NBA,-472567808,"RT @ct_nba: 一言、上手すぎる。

#DefendTheLand via @NBA
https://t.co/PqbHTReCb0",SHOU,https://pbs.twimg.com/profile_images/968002087568027648/zSAyRuRj_normal.jpg,699,ai_shod,バスケ PG 6 ハンナリーズ,Tue Aug 01 06:10:14 +0000 2017,-2066391038,1543,0,,NBA,,,,,,,,,,,,,,,
defendtheland,,,,Cornelius👻😈🤙🏽,966168576,RT @Bruh_ItsCj: Lady Titans clapped North Pike cheeks #defendtheland,'02💖,https://pbs.twimg.com/profile_images/962047509810970625/MDPiQL3H_normal.jpg,571,helovessjaay,∞Instagram∞ : helovessjaay,Tue May 20 23:59:16 +0000 2014,-1738693379,342,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1391116288,Cleveland Cavaliers' JR Smith suspended one game for detrimental conduct - https://t.co/73apzHUzfk https://t.co/MTGTsED0AK #DefendTheLand,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.125,http://NBA.com,,http://dlvr.it/QJWK4D,,,,,,,,,,,,,,
DefendtheLand,NBATwitter,,,Kevin Nye,2102833155,ICYMI: Cedi Osman Can Make or Break the Cavaliers Down the Stretch - By @kevinpnye #DefendtheLand #NBATwitter https://t.co/R8AwdwZPJH,Hashtag Basketball,https://pbs.twimg.com/profile_images/901334569890136064/-MJrjfpo_normal.jpg,8374,hashBasketball,"Hashtag Basketball is an NBA website covering all 30 teams and fantasy basketball. Written by NBA fans, for NBA fans https://t.co/wY1TSsn4XS",Sat Oct 05 05:54:16 +0000 2013,1936627345,469,0,https://hashtagbasketball.com/cleveland-cavaliers/content/cedi-osman-make-break-cavaliers-down-stretch,,,,,,,,,,,,,,,,
defendtheland,,,,,1842786304,Lady Titans clapped North Pike cheeks #defendtheland,Cornelius👻😈🤙🏽,https://pbs.twimg.com/profile_images/969660320288526336/n0adEAwR_normal.jpg,86,Bruh_ItsCj,~They ain't ready coach.😌😈🍴🏀,Sat Oct 22 15:18:46 +0000 2016,1389854721,106,0,,,,,,,,,,,,,,,,,
DefendtheLand,,,,,-468267006,Kevin Love a commencé à shooter à nouveau des petits tirs à mi-distance. Il espère pouvoir revenir plus tôt que prévu. #DefendtheLand,Lucas 🏀,https://pbs.twimg.com/profile_images/956224255154360322/d_KkA95B_normal.jpg,712,LucasJcb,"Traducteur en herbe. Cuistot personnel de Brandon Ingram histoire qu'il passe les 85 kilos. Chroniqueur pour @Starting5pod
Anciennement sur @ParlonsNBA",Tue Nov 11 12:55:13 +0000 2014,-1422679122,384,0.625,,,,,,,,,,,,,,,,,
,,,,,-787103743,Kevin Love the next puzzle piece to place in Cavaliers' playoff picture - https://t.co/WsA7eHhQcs… https://t.co/759YiatVNq,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.625,http://cleveland.com,,https://twitter.com/i/web/status/969677913841844225,,,,,,,,,,,,,,
CavsNuggets,DefendTheLand,,,,1435828224,"#CavsNuggets Game Preview - March 3, 2018 - https://t.co/Kd35Fgz3hn https://t.co/AtNvkKnpIZ #DefendTheLand https://t.co/4Dv3gctt9G",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QJV1zy,,,,,,,,,,,,,,
Defendtheland,,,,,1175941120,Lebron is another G.O.A.T #Defendtheland https://t.co/eFjeqBXTrY,Farouq.ke🏪,https://pbs.twimg.com/profile_images/894570880461717504/3E3CXXxc_normal.jpg,153,FarouqKay,"LIFE_IS_EAZY.😝

||Future CHEF|| Always think of tha future🌴 || Conversing in English ain't a measure of ones intelligence 🎓||   @ChelseaFC😎",Thu Apr 27 07:48:12 +0000 2017,567717888,170,0,https://twitter.com/SportsCenter/status/969417872375246848,,,,,,,,,,,,,,,,
DefendtheLand,,,,,777388032,The walk away after that 🙌🏾 #DefendtheLand https://t.co/fyPEykNXUo,Explore_it_all,https://pbs.twimg.com/profile_images/969396064695570432/8cOx8IN6_normal.jpg,3,ExloreItAll1987,,Fri Mar 02 01:51:49 +0000 2018,-1487491072,58,0.125,https://twitter.com/nba/status/969383864526426114,,,,,,,,,,,,,,,,
Cleveland,DefendTheLand,DefendTheSoup,,,-1634283520,"It's cold in #Cleveland, we don't put up with wasteful angry soup throwers. #DefendTheLand #DefendTheSoup… https://t.co/xUoXRT3Om4",Mary Mac Bakehouse,https://pbs.twimg.com/profile_images/657395560161349632/dv23aeGl_normal.jpg,792,MaryMacMixes,I'm a baker & mix maker hiding behind this avatar of my delicious cinnamon buns! You can find my podcast & store on https://t.co/bKKGpeJwJu #marymacsays,Sun Jan 20 23:44:23 +0000 2013,1107579402,570,-1.375,https://twitter.com/i/web/status/969639846699520000,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1986777086,"Daily News - March 2, 2018 - https://t.co/Kd35Fgz3hn https://t.co/ZsFYChFWEs #DefendTheLand https://t.co/tFdJouba4J",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QJTdj4,,,,,,,,,,,,,,
NBA,ClevelandCavaliers,DefendTheLand,JRSmith,FansFrenzy,-778653695,"RT @fans_frenzy: No More Soup For J.R - 
#NBA #ClevelandCavaliers #DefendTheLand #JRSmith #Soup @SportsBlogRT https://t.co/onCByXt2nE https…",Mike Marasco,https://pbs.twimg.com/profile_images/917838331597197313/ZCSAArI6_normal.jpg,309,DJManySports,"DJ of sports and events in and around Hamilton, Ontario.  Including pro, minor, junior and grassroots sports.  Former music coordinator in the AHL & CFL",Sat Nov 10 02:53:54 +0000 2012,938245470,450,0,https://goo.gl/W6L4z7,Sports Blog RT,,Soup,,,,,,,,,,,,,
LBJ,Cavs,Cavaliers,DefendTheLand,,-757690366,"#LBJ #Cavs #Cavaliers #DefendTheLand #LeBronJames #LeBron #NBA

LeBron feeling the pressure to win for The Land - https://t.co/v9J1ctep6M",NBA Scholar 🏀🎓🏖️😎,https://pbs.twimg.com/profile_images/971449666284982272/cPI9WC6E_normal.jpg,8800,NBA_Scholar,#NBA Scholar 🎓 CEO 💼 Values  Excellence 💯  & Merit 🥇 . There are 2 moments in your life: before and after https://t.co/I1FIYrgjAo,Sun Jul 26 12:20:27 +0000 2015,-999910228,1876,-0.125,http://bit.ly/2fA1FOi,,,LeBronJames,LeBron,NBA,,,,,,,,,,,
NBA,ClevelandCavaliers,DefendTheLand,JRSmith,Sports Blog RT,576155648,"No More Soup For J.R - 
#NBA #ClevelandCavaliers #DefendTheLand #JRSmith #Soup @SportsBlogRT https://t.co/onCByXt2nE https://t.co/t0QPWvhXNY",FansFrenzy,https://pbs.twimg.com/profile_images/900387099186270208/fBO37M5i_normal.jpg,804,fans_frenzy,"FansFrenzy is the only place on Social Media for sports fans who eat, drink and crap sports need to visit https://t.co/0jMN0U2WZp",Wed May 28 17:42:36 +0000 2014,-1764439503,1094,0,https://goo.gl/W6L4z7,,,Soup,,,,,,,,,,,,,
DefendTheLand,,,,,1490411520,Cavs Assign Ante Zizic to Canton Charge - https://t.co/Kd35Fgz3hn https://t.co/fVSbU0zoXX #DefendTheLand https://t.co/i8qoTZcKPW,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QJTDYX,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,1125609472,#CavsNation #DefendtheLand #GoCavs #Cavs Cleveland Cavaliers Kyle Korver Pella High School Halftime Bobblehead 27/5… https://t.co/2DZvIOEcuP,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969614753965502464,,,,,,,,,,,,,,,,
dope,Salute,Cavs,DefendTheLand,LeBron James,-308850688,@KingJames #dope #Salute #Cavs #DefendTheLand https://t.co/2HLIL2mpcA,MoTre JaeCi,https://pbs.twimg.com/profile_images/956572946734178305/QLfxfEpU_normal.jpg,599,MoTreJaeCi,1/3 of St. Louis R&B trio MoTre...The Hottest R&B Group in the STL...from KC to STL...I'm a KC bred representa!!!  Lovin my two cities...#WEGOTNEXT,Wed Nov 11 18:43:39 +0000 2009,89252355,497,0,https://twitter.com/SportsCenter/status/969590263873142784,,,,,,,,,,,,,,,,
DEFENDTHELAND,,,,Noel Kampton,9764864,RT @noel_kampton09: #DEFENDTHELAND https://t.co/ZRsg3geVAW,Name,https://pbs.twimg.com/profile_images/945149702353256448/S-YGO3HL_normal.jpg,114,Arilparce,,Thu Mar 16 11:37:30 +0000 2017,1976946688,157,0,,,,,,,,,,,,,,,,,
SoupGate,JRSmith,Cavs,NBA,A2D Radio,991297536,"RT @a2dradio_com: “No Soup For You.” #SoupGate

#JRSmith #Cavs #NBA #DefendTheLand https://t.co/Wn1aKcHYDb https://t.co/BqNMnk6Oqg",Mike Materacky,https://pbs.twimg.com/profile_images/967132371739955201/23s4TfSp_normal.jpg,728,BigMikeySmallz,"#WCU and #CSB grad. Big #Philly sports fan; co-host of Tom & Mike #AMinthePM Wednesday nights on @A2DRadio_com. Talk @WWE on @LazyBookingA2D twice a month, too!",Fri Jan 27 17:18:04 +0000 2012,475996687,3544,0,https://www.instagram.com/p/Bf05IX0gS3X/,,,DefendTheLand,,,,,,,,,,,,,
RoadtotheBigHouse,WhiteOut,defendtheland,,Titan 23 Athletics,-1193816062,RT @TitanUp_RHS: IT’S GAME DAY!!! #RoadtotheBigHouse #WhiteOut #defendtheland https://t.co/ggyP3DNuCG,RHS Student Section,https://pbs.twimg.com/profile_images/832317018158284800/0RbuSotL_normal.jpg,300,Ridgelandhype,,Thu Feb 16 19:45:32 +0000 2017,-115933184,348,0,,,,,,,,,,,,,,,,,
SoupGate,JRSmith,Cavs,NBA,,1863835649,"“No Soup For You.” #SoupGate

#JRSmith #Cavs #NBA #DefendTheLand https://t.co/Wn1aKcHYDb https://t.co/BqNMnk6Oqg",A2D Radio,https://pbs.twimg.com/profile_images/731628161767747584/cp0lulXs_normal.jpg,2373,a2dradio_com,"A New Kind Of Sports Talk  Weekly Sports Shows  #NFL, #NBA, #NHL, #MLB, #UFC & College Sports 🎤",Tue Jul 08 19:46:33 +0000 2014,-1606715627,1874,0,https://www.instagram.com/p/Bf05IX0gS3X/,,,DefendTheLand,,,,,,,,,,,,,
RoadtotheBigHouse,WhiteOut,defendtheland,,Titan 23 Athletics,731308032,RT @TitanUp_RHS: IT’S GAME DAY!!! #RoadtotheBigHouse #WhiteOut #defendtheland https://t.co/ggyP3DNuCG,sydni 💜,https://pbs.twimg.com/profile_images/971128604238254086/rdCeYXQG_normal.jpg,535,StevensSydni,rhs softball,Tue May 19 03:12:07 +0000 2015,-1005505879,308,0,,,,,,,,,,,,,,,,,
FaithLax,defendtheland,,,,-2053681151,"GAMEDAY
Faith Lutheran at Coronado Red. 7PM - Heritage Park.
#FaithLax #defendtheland https://t.co/a3bqI1MldQ",Faith Lutheran Lax,https://pbs.twimg.com/profile_images/927943185946460160/P7A8_45c_normal.jpg,143,FLCrusaderLax,The official twitter page of the Faith Lutheran High School Lacrosse Program. 2017 SNLA & Nevada State Champions. Follow us on Instagram @FLCrusaderLax,Sat Feb 25 06:36:54 +0000 2017,861229057,111,0,https://www.instagram.com/p/Bf03VVVH2Iy/,,,,,,,,,,,,,,,,
,,,,,433377280,Cleveland Cavaliers suspend JR Smith for 'detrimental conduct' - Cleveland 19 News https://t.co/qkECh6mj6V… https://t.co/vAl0DHCB1B,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.125,http://dlvr.it/QJSZQN,,https://twitter.com/i/web/status/969591689298890752,,,,,,,,,,,,,,
DefendTheLand,,,,,-279584768,"Sixers Jump Out Early, Hold Off Cavs Late - https://t.co/Kd35Fgz3hn https://t.co/iPArH1fKvo #DefendTheLand https://t.co/XYceWAw1jQ",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QJS9cY,,,,,,,,,,,,,,
KingJames,DefendtheLand,NBAextra,NBA,NBAextra,-610926592,"Les jaloux diront que ce n’est pas volontaire 😌👑 @nbaextra  @NBAFRANCE  #KingJames #DefendtheLand #NBAextra  #NBA 
https://t.co/Q7eyguRW9U",La Canch’,https://pbs.twimg.com/profile_images/970693189479870464/-I_bxQPA_normal.jpg,147,AdrienCanchon,Marketing & Management du Sport ⚽️🎾🏀,Sat Aug 18 15:04:37 +0000 2012,765857437,172,0,https://twitter.com/sportscenter/status/969417872375246848,NBA France,,,,,,,,,,,,,,,
DefendtheLand,,,,Kevin Nye,2136342528,"🏀 NEW ARTICLE 🏀

Cedi Osman Can Make or Break the Cavaliers Down the Stretch - By @kevinpnye #DefendtheLand… https://t.co/LDedUuQAzM",Hashtag Basketball,https://pbs.twimg.com/profile_images/901334569890136064/-MJrjfpo_normal.jpg,8374,hashBasketball,"Hashtag Basketball is an NBA website covering all 30 teams and fantasy basketball. Written by NBA fans, for NBA fans https://t.co/wY1TSsn4XS",Sat Oct 05 05:54:16 +0000 2013,1936627345,469,0,https://twitter.com/i/web/status/969565504586252288,,,,,,,,,,,,,,,,
,,,,,857014272,"Final Minutes of Cavs-76ers Features Drama, Near Altercation - Bleacher Report https://t.co/dxSLMbDLIT… https://t.co/jT6T3XHX9M",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://dlvr.it/QJRlLt,,https://twitter.com/i/web/status/969557351458996224,,,,,,,,,,,,,,
RoadtotheBigHouse,WhiteOut,defendtheland,,Titan 23 Athletics,781582336,RT @TitanUp_RHS: IT’S GAME DAY!!! #RoadtotheBigHouse #WhiteOut #defendtheland https://t.co/ggyP3DNuCG,Siobhan💋,https://pbs.twimg.com/profile_images/962537974746566658/_v8LIoOm_normal.jpg,345,sdljbabee,sc~sdlj.babee,Sun Mar 20 01:47:42 +0000 2016,1007955969,302,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,1247035393,#DefendTheLand,E,https://pbs.twimg.com/profile_images/971289711410122752/kQq3BmKU_normal.jpg,30,YESJACHARY,here to dent the universe. Philippines 🇵🇭 • LIMELIGHTT • Logang • Chicken Girls • multifandom,Tue Apr 25 09:07:25 +0000 2017,-1131044864,92,0,,,,,,,,,,,,,,,,,
RoadtotheBigHouse,WhiteOut,defendtheland,,Titan 23 Athletics,-921268222,RT @TitanUp_RHS: IT’S GAME DAY!!! #RoadtotheBigHouse #WhiteOut #defendtheland https://t.co/ggyP3DNuCG,Queen Jay 🍍,https://pbs.twimg.com/profile_images/960318763483705349/4YxUt9gt_normal.jpg,811,__jfashion__,sc jfashion ✨,Sat May 10 14:19:57 +0000 2014,-1755844363,855,0,,,,,,,,,,,,,,,,,
RoadtotheBigHouse,WhiteOut,defendtheland,,Titan 23 Athletics,1758949376,RT @TitanUp_RHS: IT’S GAME DAY!!! #RoadtotheBigHouse #WhiteOut #defendtheland https://t.co/ggyP3DNuCG,Scott Young CSCS,https://pbs.twimg.com/profile_images/709192553929822208/JxomNiet_normal.jpg,482,Scott6Gear,Certified Strength and Conditioning Specialist,Sun Jul 04 03:39:15 +0000 2010,162590435,1092,0,,,,,,,,,,,,,,,,,
,,,,,26644483,Bulldog Nation it’s time to pack the Field House tonight and support our Basketball Team as we get ready for the Po… https://t.co/F27eX9lVf8,PSHS Athletics,https://pbs.twimg.com/profile_images/2626956272/image_normal.jpg,588,PolandAthletics,,Wed Sep 19 14:27:03 +0000 2012,833442588,18,0.125,https://twitter.com/i/web/status/969534247999541251,,,,,,,,,,,,,,,,
,,,,,-824844288,"Sixers showcase themselves for LeBron James, down Cleveland Cavaliers 108-97 - WKYC-TV https://t.co/WwksqfCMG8… https://t.co/aFVMTj4hce",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://dlvr.it/QJR8Vs,,https://twitter.com/i/web/status/969531665872707584,,,,,,,,,,,,,,
RoadtotheBigHouse,WhiteOut,defendtheland,,,-921260032,IT’S GAME DAY!!! #RoadtotheBigHouse #WhiteOut #defendtheland https://t.co/ggyP3DNuCG,Titan 23 Athletics,https://pbs.twimg.com/profile_images/884749050947534848/bBHqE7Mo_normal.jpg,452,TitanUp_RHS,Mission Statement: DEVELOP • INSPIRE • EMPOWER. Follow us for information on your Ridgeland High School athletic teams!,Tue Jan 03 19:27:47 +0000 2017,-753446911,413,0,,,,,,,,,,,,,,,,,
,,,,Team AFP,1297465344,"@TeamAFP @PN_Speak @philairforce @hukbongkatihan @PhilMarineCorps 
We implore you to join Justice Carpio in his fig… https://t.co/qIjmA7FYD5",🇵🇭ג'וגאד🇮🇱 🇺🇸,https://pbs.twimg.com/profile_images/957388382434246656/pcvY5ycy_normal.jpg,180,VeneeR58,Free range || RT'ed T is a good T,Sat Apr 19 01:45:35 +0000 2014,-1842766587,242,0,https://twitter.com/i/web/status/969519874014822400,Phil. Navy,,,,,,,,,Philippine Air Force,Philippine Army,Philippine Marines,,,,
