urls/0,hashtags/0,hashtags/1,mentions/0,mentions/1,mentions/2,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/location/lat,user/location/long,user/id,user/friends,sentient,hashtags/2,urls/1,urls/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,mentions/3,mentions/4,mentions/5,hashtags/8,hashtags/9,hashtags/10
https://twitter.com/i/web/status/970731922967154688,,,elfrid payton,Phoenix Suns,,1888931840,".@elfrid a pesar de registrar un triple-doble de 11 puntos, 14 asistencias y 10 rebotes, su equipo los @Suns no se… https://t.co/86kx8TeJ6A",NBA MÉXICO,https://pbs.twimg.com/profile_images/883426566503448576/R_kJPF6A_normal.jpg,101068,NBAMEX,Twitter Oficial de la NBA en México. Síguenos y entérate de nuestras últimas noticias y eventos.,Tue Apr 03 17:21:14 +0000 2012,,,544443952,10720,-0.5,,,,,,,,,,,,,,
,TrueToAtlanta,,Michael Cunningham,,,1331073024,"@MCunninghamAJC Yes, please. #TrueToAtlanta https://t.co/QXybhidO0F",Kevin Troy,https://pbs.twimg.com/profile_images/952551682948370433/8SRWqzdG_normal.jpg,967,ATYPIKALent,Graphic design | Advertising | Sports crazed Georgia boy,Wed Dec 24 13:43:40 +0000 2008,33.8876179,-84.289389,18357180,1342,0,,,,,,,,,,,,,,
,NBASundays,TrueToAtlanta,NBA UK,,,-1386881024,"RT @NBAUK: Tyler Dorsey hits the trey! 💦 #NBASundays

#TrueToAtlanta https://t.co/TdJVCKhw08",Coach Felder,https://pbs.twimg.com/profile_images/699657465709768704/5TsZt9L7_normal.jpg,237,BBALL_BANTER,Basketball Connoisseur +Trainer/Coach/Educator,Tue Jan 01 05:16:51 +0000 2013,,,1051872362,1169,0,,,,,,,,,,,,,,
https://nbamath.com/rolling-team-ratings/,TrueToAtlanta,MFFL,,,,1142243331,"24. #TrueToAtlanta 98.175
23. #MFFL 98.318
22. #DetroitBasketball 98.563

https://t.co/Z4Uu05vP9R https://t.co/QcyHkO6XdL",NBA Math,https://pbs.twimg.com/profile_images/936114117525454848/DK-LVikt_normal.jpg,31970,NBA_Math,"Helping inform basketball fans since 2016, NBA Math is your source for high-quality content that helps stats tell stories.",Wed Apr 27 05:54:44 +0000 2016,39.91424689999999,-104.6002959,1079267329,282,0,DetroitBasketball,,,,,,,,,,,,,
,TrueToAtlanta,,NBA,,,861360128,"RT @NBA: Dennis Schroder beats the third quarter buzzer from way beyond the arc!

#TrueToAtlanta https://t.co/YeHhx2Plj9",The Brayan 🌚,https://pbs.twimg.com/profile_images/936993120255922176/s5r1JT8s_normal.jpg,1988,leebrayan_11,escritor frustrado// filósofo de la vida// deportista// defensor de los animales obesos//sagitario//,Sat Dec 02 16:00:42 +0000 2017,18.5720479,-65.2105715,492294145,155,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Hotlanta Highlights,,,-187199488,RT @HotlantaHlights: The Hawks drilled 17 threes in the 113-112 win over the Suns including the dagger to put them on top. #TrueToAtlanta h…,Skip,https://pbs.twimg.com/profile_images/953824949382340608/5KjkuG2H_normal.jpg,458,Crack3rJax19,#RiseUp #KeepChopping #InBrotherhood #TrueToAtlanta,Tue Jan 06 04:30:03 +0000 2015,,,-1331554469,507,0.5,,,,,,,,,,,,,,
http://Hawks.com,,,,,,-1563086848,Hawks Transfer Josh Magette and Andrew White III Back To Atlanta From Erie - https://t.co/JdR5ArB6iy… https://t.co/sn1JspMuHI,Atlanta Hawks,https://pbs.twimg.com/profile_images/806146114248380416/1HELCnkp_normal.jpg,37,AHawksNews,The latest Atlanta Hawks news.,Tue Dec 06 14:38:30 +0000 2016,33.8876179,-84.289389,1930915845,10,0,,https://twitter.com/i/web/status/970713829112885248,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-65613824,"ATL➡️D.C.➡️MONTREAL➡️TORONTO
All to see you play Tuesday @ATLHawks so y'all better show up to play
#TrueToAtlanta",Aaron Sheffield,https://pbs.twimg.com/profile_images/843857446422634497/eiFafI4R_normal.jpg,77,AaronSheff96,"...runner, student, optimist, circus clown penn state class of 2018",Tue May 01 01:07:34 +0000 2012,,,567717440,147,0.125,,,,,,,,,,,,,,
,TrueToAtlanta,,Hotlanta Highlights,,,-212381695,RT @HotlantaHlights: The Hawks drilled 17 threes in the 113-112 win over the Suns including the dagger to put them on top. #TrueToAtlanta h…,Lïyäh 😛☺️,https://pbs.twimg.com/profile_images/935863196354859008/zf-jCOvQ_normal.jpg,800,_truelyliyah,Stop stressing about tomorrow when tomorrow not even promised #UK21,Thu Oct 23 22:47:45 +0000 2014,33.8876179,-84.289389,-1420827848,447,0.5,,,,,,,,,,,,,,
,TrueToAtlanta,,Hotlanta Highlights,,,290967552,RT @HotlantaHlights: The Hawks drilled 17 threes in the 113-112 win over the Suns including the dagger to put them on top. #TrueToAtlanta h…,Jonathan Munoz,https://pbs.twimg.com/profile_images/953106383561424897/Rwwo8rqk_normal.jpg,68,JonathanHeat06,,Tue Mar 25 14:09:57 +0000 2014,,,-1883894266,598,0.5,,,,,,,,,,,,,,
https://twitter.com/i/web/status/970703568968744961,,,Atlanta Hawks,,,-1030356991,"Sure, tanking might give the @ATLHawks the best option for nabbing a transcendent top 3 pick, but for this current… https://t.co/S26jc2ntok",Soaring Down South,https://pbs.twimg.com/profile_images/959846624448131075/TJDyKyc-_normal.jpg,2224,SoaringDwnSouth,FanSided's home for Atlanta Hawks opinion and analysis. Part of the Time Inc. & Sports Illustrated family of websites Site experts: @drcguest & @onthemarksradio,Tue Sep 04 22:11:46 +0000 2012,,,803318365,1016,1,,,,,,,,,,,,,,
https://atlsportshq.com/2018/03/04/march-5th-daily-tankathon-watch/,ATLSportsHQ,TrueToAtlanta,Phil,Atlanta Hawks Talk,ATL Sports HQ,286777344,"RT @_ATLPhil: For: @ATLHawks_Talk @ATLSportsHQ 

March 5th Daily Tankathon Watch 

https://t.co/UmAg2eHmO9

#ATLSportsHQ #TrueToAtlanta",10JoseAlvarezfanaccount,https://pbs.twimg.com/profile_images/971502548199886849/t2-Vn7-3_normal.jpg,253,reevesg55,GT. Falcons. Man city. Atlanta United. Hawks. HI football #68/#50 #FTS #FTP #THWg,Sat Mar 15 02:18:16 +0000 2014,53.5445879,-2.1468288,-1883334673,673,0,,,,,,,,,,,,,,
https://atlsportshq.com/2018/03/04/march-5th-daily-tankathon-watch/,ATLSportsHQ,TrueToAtlanta,Phil,Atlanta Hawks Talk,ATL Sports HQ,-694775808,"RT @_ATLPhil: For: @ATLHawks_Talk @ATLSportsHQ 

March 5th Daily Tankathon Watch 

https://t.co/UmAg2eHmO9

#ATLSportsHQ #TrueToAtlanta",Elijah (Muggy),https://pbs.twimg.com/profile_images/934896539553665030/u3Se9QP1_normal.jpg,1230,lilmuggy,JSU ALUMNUS | @ATLHawks_Talk | Sports | @RedDiamondsMgmt | Battle Rap | BBB,Wed Apr 15 19:45:36 +0000 2009,,,31497116,1524,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Erie Pepperoni Balls,Buffalo News Sports,,1792462849,"RT @ErieBayHawks: Looking for a little Sunday reading before our game?

We’ve got you covered 😉

#TrueToAtlanta 

(via @TBNSports ) https:/…",KIDS HOOPS YOUTH BASKETBALL LEAGUE,https://pbs.twimg.com/profile_images/950354432054702080/aX6v8HeY_normal.jpg,156,KIDSHOOPS,Basketball Sports NBA,Mon Jan 08 13:00:37 +0000 2018,33.8876179,-84.289389,1331130368,930,-0.375,,,,,,,,,,,,,,
https://atlsportshq.com/2018/03/04/march-5th-daily-tankathon-watch/,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,ATL Sports HQ,,978751489,"For: @ATLHawks_Talk @ATLSportsHQ 

March 5th Daily Tankathon Watch 

https://t.co/UmAg2eHmO9

#ATLSportsHQ #TrueToAtlanta",Phil,https://pbs.twimg.com/profile_images/962201562281140224/RleUHgjb_normal.jpg,4400,_ATLPhil,"🦉’18 Civil Engineering. RT’S ≠ Agreement or Endorsement. @ATLSportsHQ CEO, Founder and Writer. ATL Everything. Starving for more success. Phil 4:13🇵🇷🇺🇸",Mon Jul 08 16:46:57 +0000 2013,33.8876179,-84.289389,1578123499,2948,0,,,,,,,,,,,,,,
,TrueToAtlanta,,,,,823582720,The Hawks drilled 17 threes in the 113-112 win over the Suns including the dagger to put them on top. #TrueToAtlanta https://t.co/aKigRLCgDf,Hotlanta Highlights,https://pbs.twimg.com/profile_images/954617369866964992/J_P-L0NT_normal.jpg,1412,HotlantaHlights,A college kid's biased thoughts on every Atlanta sport. Matt Bryant is the greatest middle aged man ever. Don’t @ me 🌽,Wed Dec 13 16:21:23 +0000 2017,35.0006589,-80.751429,-6852607,2073,0.5,,,,,,,,,,,,,,
,TrueToAtlanta,,NBA Math,,,-1739091968,"RT @NBA_Math: After their 113-112 victory over the Phoenix Suns, the Atlanta Hawks are now 20-44. Here's how all #TrueToAtlanta players hav…",Phil,https://pbs.twimg.com/profile_images/962201562281140224/RleUHgjb_normal.jpg,4400,_ATLPhil,"🦉’18 Civil Engineering. RT’S ≠ Agreement or Endorsement. @ATLSportsHQ CEO, Founder and Writer. ATL Everything. Starving for more success. Phil 4:13🇵🇷🇺🇸",Mon Jul 08 16:46:57 +0000 2013,33.8876179,-84.289389,1578123499,2948,0.375,,,,,,,,,,,,,,
http://dld.bz/gEVw4,TrueToAtlanta,ATLHawks,,,,-333983744,#TrueToAtlanta #ATLHawks #Hawks Hawks Transfer Josh Magette and Andrew White III Back .. https://t.co/DwmdSdzB0i https://t.co/4YJPR1SlOo,Atlanta Hawks Fans,https://pbs.twimg.com/profile_images/921674160908115969/zC2QhCjD_normal.jpg,781,HawksChat,Atlanta Hawks Fan Page. NOT linked to Official Atlanta Hawks. #TrueToAtlanta #Hawks #AtlantaHawks #ATLHawks #HawksRising,Mon Mar 02 04:06:56 +0000 2015,,,-1240502848,444,0,Hawks,,,,,,,,,,,,,
https://twitter.com/i/web/status/970692495741980672,2WayPlayers,,Josh Magette,Andrew J. White III,Atlanta Hawks,-1831432192,"ROSTER UPDATE:

Both #2WayPlayers, @joshmagette and @AndrewWhite03, have been transferred to the @ATLHawks.… https://t.co/iBKBwLLCXl",Erie Pepperoni Balls,https://pbs.twimg.com/profile_images/970682946410745857/VdEp9_kI_normal.jpg,13606,ErieBayHawks,Professional Basketball Team | Proud @nbagleague affiliate of the @ATLHawks | 807 miles from @PhilipsArena | Still #TrueToAtlanta,Thu Apr 09 02:27:50 +0000 2009,42.153531,-80.003376,29896771,382,-0.25,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,QuavoYRN,,1436016646,"RT @ATLHawks: ATL native @QuavoStuntin out here looking like he belongs over the weekend!

#TrueToAtlanta https://t.co/SKwkdIVXrv",ndabenhle mthobisi,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,60,ndabzini,,Thu Nov 09 10:40:18 +0000 2017,,,743886849,632,0.125,,,,,,,,,,,,,,
,DubNation,TrueToAtlanta,NBA,Golden State Warriors,,-1428713472,"RT @NBA: Stephen Curry x Dominique Wilkins!

@warriors are looking to win their 5th straight on League Pass.

#DubNation x #TrueToAtlanta -…",Man Of The Year 🏀,https://pbs.twimg.com/profile_images/970688082159833089/Oz3i_th7_normal.jpg,273,ArtrellH,"Navarro College🐶:6'0  Guard🏀
Houston Made
#JUCOPRODUCT #DREAMCHASING #GODSPEED #BCB🏀#D2Commit",Mon Dec 29 01:46:15 +0000 2014,32.8171209,-97.037008,-1346983514,616,0.125,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,-636047354,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",Morgan🏒,https://pbs.twimg.com/profile_images/955623306115284992/2jsimG3E_normal.jpg,864,MorganDavii,👰🏻🐱🐱🐶🎞🌯🏒♌️🇺🇸,Sat Jul 21 07:51:44 +0000 2012,35.0006589,-80.751429,708591362,578,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-916992000,"RT @ATLHawks: TP bails us out...what a game!

#TrueToAtlanta https://t.co/OEU6YTZ0Mm",25,https://pbs.twimg.com/profile_images/970332389825306624/6KPpzkSh_normal.jpg,862,jujukjuke,//**God*Love*Money**\\ Highway to Heaven † IG & SC: big_oohwop_ UGA: 13-2 #SECChamps17 🏆#BCSBound Bama 26 UGA 23,Mon Jul 12 05:05:18 +0000 2010,,,165652100,2754,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-2091479039,"RT @ATLHawks: Nice opening frame for the squad!

#TrueToAtlanta https://t.co/EkOfayyJqc",25,https://pbs.twimg.com/profile_images/970332389825306624/6KPpzkSh_normal.jpg,862,jujukjuke,//**God*Love*Money**\\ Highway to Heaven † IG & SC: big_oohwop_ UGA: 13-2 #SECChamps17 🏆#BCSBound Bama 26 UGA 23,Mon Jul 12 05:05:18 +0000 2010,,,165652100,2754,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-1483341824,"RT @ATLHawks: 😂🤣😂🤣

#TrueToAtlanta https://t.co/wOnbXWIbc9",25,https://pbs.twimg.com/profile_images/970332389825306624/6KPpzkSh_normal.jpg,862,jujukjuke,//**God*Love*Money**\\ Highway to Heaven † IG & SC: big_oohwop_ UGA: 13-2 #SECChamps17 🏆#BCSBound Bama 26 UGA 23,Mon Jul 12 05:05:18 +0000 2010,,,165652100,2754,0,,,,,,,,,,,,,,
https://twitter.com/i/web/status/970685366683529217,TrueToAtlanta,,,,,-1244172287,"After their 113-112 victory over the Phoenix Suns, the Atlanta Hawks are now 20-44. Here's how all #TrueToAtlanta p… https://t.co/xC7JM63okk",NBA Math,https://pbs.twimg.com/profile_images/936114117525454848/DK-LVikt_normal.jpg,31970,NBA_Math,"Helping inform basketball fans since 2016, NBA Math is your source for high-quality content that helps stats tell stories.",Wed Apr 27 05:54:44 +0000 2016,39.91424689999999,-104.6002959,1079267329,282,0.375,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,-1692934143,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",Disappointed Falcons Fan,https://pbs.twimg.com/profile_images/952332166452727809/0cRmr36t_normal.jpg,93,InBrotherhood1,A-T-L-A-N-T-A,Fri Dec 23 14:23:53 +0000 2016,33.8876179,-84.289389,-1625915392,249,0,,,,,,,,,,,,,,
https://soundcloud.com/graham-waldrop/would-you-trade-julio-and-devonta-the-saga-of-ronald-acunas-hat,Falcons,,,,,-69926911,"https://t.co/YgGypxzS4I

New episode! Crazy #Falcons offseason questions and the saga of Ronald Acuna's professiona… https://t.co/58yCfLOyLC",ATL'sOwnPodcast,https://pbs.twimg.com/profile_images/872660918097764352/z3jGRo3H_normal.jpg,29,ATLSownsports,"An Atlanta Sports Podcast. Two Atlanta natives covering all things #Braves, #Falcons, #ATLUTD and #Hawks!",Thu Mar 27 05:06:23 +0000 2014,33.8876179,-84.289389,-1881303020,266,0,,https://twitter.com/i/web/status/970683198899290113,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,257380353,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",KIDS HOOPS YOUTH BASKETBALL LEAGUE,https://pbs.twimg.com/profile_images/950354432054702080/aX6v8HeY_normal.jpg,156,KIDSHOOPS,Basketball Sports NBA,Mon Jan 08 13:00:37 +0000 2018,33.8876179,-84.289389,1331130368,930,0,,,,,,,,,,,,,,
http://atlsportshq.com/2018/03/04/3-up-3-down-for-the-hawks-week-21/,TrueToAtlanta,ATLSportsHQ,Atlanta Hawks Talk,Malik Brown,,-145264638,"RT @ATLHawks_Talk: 3 Up, 3 Down For The Hawks: Week 21

By: @_MalikATL

#TrueToAtlanta #ATLSportsHQ https://t.co/kyFQR2ZWdU https://t.co/iH…",Ryan Thurman,https://pbs.twimg.com/profile_images/934100409924440064/O2kF4Yy__normal.jpg,2664,StrokeGame24,Writer For @AtlHawks_Talk 📝🏀 Fort Valley State University,Sat Aug 13 01:09:29 +0000 2011,,,354028305,1756,0,,,,,,,,,,,,,,
http://dld.bz/gEUNJ,TrueToAtlanta,ATLHawks,,,,-1583910912,#TrueToAtlanta #ATLHawks #Hawks Trae Young slips to Atlanta Hawks in recent NBA mock draft https://t.co/5d56Ggneww,Atlanta Hawks Fans,https://pbs.twimg.com/profile_images/921674160908115969/zC2QhCjD_normal.jpg,781,HawksChat,Atlanta Hawks Fan Page. NOT linked to Official Atlanta Hawks. #TrueToAtlanta #Hawks #AtlantaHawks #ATLHawks #HawksRising,Mon Mar 02 04:06:56 +0000 2015,,,-1240502848,444,0.125,Hawks,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,1159069696,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",Riah,https://pbs.twimg.com/profile_images/953620093438701568/y_nzl6ZD_normal.jpg,2581,mariah_veal84,"#FVSU|computer science major|💙💛🐯|sports: #falcons,#bulldogs,#hawks|❤ ♉️| Philippians 4:13 & Jeremiah 29:11| 23|",Mon Jul 11 16:15:41 +0000 2011,,,333481231,2792,0,,,,,,,,,,,,,,
https://basketx.es/nba/2018/03/03/hawks-109-114-warriors-curry-da-susto-una-nueva-exhibicion/,NBA,DubNation,BasketX NBA,Atlanta Hawks,Golden State Warriors,341303296,"RT @NBABasketX: #NBA @ATLHawks 109 -114 @warriors La #DubNation vence en #TrueToAtlanta. Curry dió el susto.
https://t.co/95HjLk4NvK",Toni,https://pbs.twimg.com/profile_images/873839964773126144/yFLyLlVb_normal.jpg,183,aluquillas,,Mon Dec 31 11:04:09 +0000 2012,,,1050087450,73,0,TrueToAtlanta,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,-732639231,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",B.,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3,brownpieces,,Fri Jul 01 19:36:14 +0000 2016,,,1691688960,13,0,,,,,,,,,,,,,,
,TrueToAtlanta,,,,,2119602176,I love seeing Taurean Prince show out. The future is so bright! #TrueToAtlanta,Hagan,https://pbs.twimg.com/profile_images/953056084482240512/z73EcgiM_normal.jpg,650,hagan___,GSU ‘22 // Really knowledgeable when it comes to sports,Sun Jul 05 04:35:22 +0000 2015,,,-935092987,720,0.75,,,,,,,,,,,,,,
,PHXvsATL,NBA,hojaluna,,,685105158,"RT @hojaluna: 只今の時間は #PHXvsATL 放映中🔥
#NBA #NBATwitter #PHX #ATL #SUNSvsHAWKS #SunsAt50 #TrueToAtlanta #basketballcafe #T13 
#木場 #Tokyoeastsi…",Gipple T.I🤧🤧😪,https://pbs.twimg.com/profile_images/922078070873272320/B_Ew4BBY_normal.jpg,2643,sc30wd,"NBA,Basketball/D-Wade/GSW/S.Curry/NBA cards/Rap,Black Music/Biggie/J Dilla/M.Jackson/B'z/Fashion/STAR WARS/Disney/TV games and Movies…blah blah blah",Sun Jul 19 05:42:06 +0000 2009,35.6459882,139.1763275,58134130,2481,0,NBATwitter,,,PHX,ATL,SUNSvsHAWKS,SunsAt50,TrueToAtlanta,,,,basketballcafe,T13,木場
https://twitter.com/ATLHawks/status/970660046412578816,atlchat,ATLHawks,,,,1234620416,"#atlchat 

#ATLHawks 
#TrueToAtlanta 
#nba https://t.co/vj7VpIEing",ATLANTA NIGHTLIFE,https://pbs.twimg.com/profile_images/953723798716592128/tZrp_p6G_normal.jpg,4696,ATLGAUSA,"Just a Twitter account primarly to post information on the happinings in and around metro Atlanta

I have just added my snapchat account as our official website",Tue Feb 17 02:49:51 +0000 2009,35.0006589,-80.751429,21057778,5147,0,TrueToAtlanta,,,nba,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,-199790584,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",Shaq Davis 23 ♎️🔴⚫️,https://pbs.twimg.com/profile_images/969188050491363328/Fs37blm6_normal.jpg,615,DavisSuperman20,God 1st/ #RiseUp #DirtyBirds #AtlantaFalcons #AtlantaHawks #TrueToAtlanta #GeorgiaBulldogs #GoDawgs #Braves #UFC #KingJames #TeamLebronJames,Mon Jan 19 14:12:48 +0000 2015,,,-1304952399,1118,0,,,,,,,,,,,,,,
,PHXvsATL,NBA,hojaluna,,,-1235902464,"RT @hojaluna: 只今の時間は #PHXvsATL 放映中🔥
#NBA #NBATwitter #PHX #ATL #SUNSvsHAWKS #SunsAt50 #TrueToAtlanta #basketballcafe #T13 
#木場 #Tokyoeastsi…",BALL TONGUE,https://pbs.twimg.com/profile_images/1418582446/BALLTONGUEmascot_normal.jpg,1871,basketballcafe,マスコット。木場（T13）のカフェBALL TONGUE/03-3640-3742が住処。L.A.とNYCを経て、滞在中。 @MURontheDL と @hojaluna は友達。好物はドライカレーとオリーブの実。,Wed Jan 27 18:25:09 +0000 2010,35.6684183,139.8057157,109018051,2512,0,NBATwitter,,,PHX,ATL,SUNSvsHAWKS,SunsAt50,TrueToAtlanta,,,,basketballcafe,T13,木場
https://twitter.com/i/web/status/970660361975181312,PHXvsATL,NBA,,,,-652922880,"只今の時間は #PHXvsATL 放映中🔥
#NBA #NBATwitter #PHX #ATL #SUNSvsHAWKS #SunsAt50 #TrueToAtlanta #basketballcafe #T13 
#木場… https://t.co/dDNPk1uNbp",hojaluna,https://pbs.twimg.com/profile_images/529959904518209536/gnseAQNG_normal.jpeg,1251,hojaluna,ﾙﾜ･ﾁｸｸ･ｸﾙﾊﾞﾙｶ似,Thu Dec 31 13:50:13 +0000 2009,,,100770487,2352,0,NBATwitter,,,PHX,ATL,SUNSvsHAWKS,SunsAt50,TrueToAtlanta,,,,basketballcafe,T13,木場
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,-1915232251,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",IsaKylie MUA,https://pbs.twimg.com/profile_images/840722052935999488/ZsAy_hzx_normal.jpg,56,IsaKylie,MakeUp Artist and Special FX technician Ж Snapchat: IsaKylie Instagram: IsaKylieMUA Ж Audiovisual Communication Student & Occasionally Actress,Wed Jul 20 10:04:32 +0000 2016,43.8504,4.6362,-1474924544,326,0,,,,,,,,,,,,,,
,TrueToAtlanta,NBASundays,NBA Türkiye,Atlanta Hawks,,-1504260096,"RT @NBATurkiye: Taurean Prince, maçın bitmesine 7 saniye kala 3'lüğü gönderiyor ve @ATLHawks'ı öne geçiriyor! 

#TrueToAtlanta
#NBASundays…",Amoga,https://pbs.twimg.com/profile_images/958215422255525888/jFbRsPyZ_normal.jpg,8879,Ali_bball23,my dream is to be an @NBA player that's it Insha Allah 🏀,Thu Jan 12 20:33:05 +0000 2017,36.7021344,-76.19652930000001,106307587,334,0,,,,,,,,,,,,,,
http://atlsportshq.com/2018/03/04/march-5th-daily-tankathon-watch/,TrueToAtlanta,ATLSportsHQ,Atlanta Hawks Talk,Phil,,-761802751,"RT @ATLHawks_Talk: March 5th Daily Tankathon Watch

By: @_ATLPhil

#TrueToAtlanta #ATLSportsHQ https://t.co/KgtMsvJ4xc https://t.co/stHgPws…",T’Challa 👑 of Wakanda,https://pbs.twimg.com/profile_images/970985940620587008/XSAbqoSL_normal.jpg,3731,Sammy_Socialite,Writer for #PTP; #Falcons #VSU #VSUalumnus #APO; Sports/ENT Journalist; PR/Social Media Guru; #Writer Business Inquires: DM for email address,Sat Apr 11 18:26:16 +0000 2009,33.8876179,-84.289389,30495583,3174,0,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,496488448,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",10JoseAlvarezfanaccount,https://pbs.twimg.com/profile_images/971502548199886849/t2-Vn7-3_normal.jpg,253,reevesg55,GT. Falcons. Man city. Atlanta United. Hawks. HI football #68/#50 #FTS #FTP #THWg,Sat Mar 15 02:18:16 +0000 2014,53.5445879,-2.1468288,-1883334673,673,0,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,1939255297,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",Atlanta Hawks Talk,https://pbs.twimg.com/profile_images/735617767563530241/hlXjwdqT_normal.jpg,1372,ATLHawks_Talk,Atlanta Hawks Talk is Your Homegrown Source for all things #TrueToAtlanta. Podcast series '#ATLSportsHQLive!' Part of the @ATLSportsHQ Network,Sun Aug 30 02:37:08 +0000 2015,33.8876179,-84.289389,-906995344,596,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-1709834239,"RT @ATLHawks: 😂🤣😂🤣

#TrueToAtlanta https://t.co/wOnbXWIbc9",Mandy Harris,https://pbs.twimg.com/profile_images/945425659354058752/BiVLKlfk_normal.jpg,660,mandy_hawks,A DIVANISTA & FASHIONISTA all in one.Part of the best fan base in the world the Atlanta Hawks Basketball Club Lets Go @Atlhawks #TruetoAtlanta,Sun Dec 13 00:32:17 +0000 2009,33.8876179,-84.289389,96450411,533,0,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,⛓ Forever Humble,,1779945473,"RT @HawksOnFSSE: Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",Mandy Harris,https://pbs.twimg.com/profile_images/945425659354058752/BiVLKlfk_normal.jpg,660,mandy_hawks,A DIVANISTA & FASHIONISTA all in one.Part of the best fan base in the world the Atlanta Hawks Basketball Club Lets Go @Atlhawks #TruetoAtlanta,Sun Dec 13 00:32:17 +0000 2009,33.8876179,-84.289389,96450411,533,0,,,,,,,,,,,,,,
,TrueToAtlanta,,⛓ Forever Humble,,,-162099195,"Good morning, @taureanprince.

#TrueToAtlanta https://t.co/40DKES7OeV",FOX Sports: Hawks,https://pbs.twimg.com/profile_images/841685851906154497/ARHL4S5Z_normal.jpg,3258,HawksOnFSSE,"Atlanta Hawks basketball from the FOX Sports Southeast perspective. Friends with Bob, Nique, Andre, Rebecca, Jerome and Stinger. Big fan of FOX Sports GO.",Mon Sep 12 18:41:39 +0000 2016,33.8876179,-84.289389,1628737536,102,0,,,,,,,,,,,,,,
https://twitter.com/atlhawks/status/970332524537962496,TrueToAtlanta,,,,,-1856540671,RT @averylarmstrong: Thank you for everything!!! ❤️ #TrueToAtlanta https://t.co/6qUe9jABR8,Patrice,https://pbs.twimg.com/profile_images/947617523897319424/MGOUmF3k_normal.jpg,357,pattyvallen,† » aspired to make a difference #bgm 🍍,Thu Jun 09 02:07:22 +0000 2011,33.8876179,-84.289389,313690987,323,0,,,,,,,,,,,,,,
http://atlsportshq.com/2018/03/04/march-5th-daily-tankathon-watch/,TrueToAtlanta,ATLSportsHQ,Atlanta Hawks Talk,Phil,,-179027968,"RT @ATLHawks_Talk: March 5th Daily Tankathon Watch

By: @_ATLPhil

#TrueToAtlanta #ATLSportsHQ https://t.co/KgtMsvJ4xc https://t.co/stHgPws…",#GoBraves,https://pbs.twimg.com/profile_images/964622581243375617/XK-7z8-c_normal.jpg,1214,AndrewC_Braves,Braves writer for https://t.co/2q5qSo8rqa,Fri May 24 21:41:35 +0000 2013,,,1455302496,1213,0,,,,,,,,,,,,,,
