hashtags/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/location/lat,user/location/long,user/id,user/friends,sentient,urls/0,mentions/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,mentions/1,mentions/2,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8,mentions/9,urls/1
Blazers,1003810816,Getting texts from my #Blazers friend. Yeah. Yeah. Yeah. I know. The team is hot right now. #Warriors,Shingo Kohara,https://pbs.twimg.com/profile_images/305903377/UPACsiBTS3HgfeICanGqxmrbcpVsrkQ9_normal.jpg,571,onetwocross,Go Warriors and Golden State TKD!,Thu Mar 12 23:16:38 +0000 2009,,,24065241,1544,-0.125,,,Warriors,,,,,,,,,,,,,,,,,,,,
Lakers,-44658687,"Randle is too big for the Nuggets
#Lakers",Rick,https://pbs.twimg.com/profile_images/520691167613419521/-VHquQRV_normal.jpeg,326,Rickmilli87,#Lakers #Kaep #Judah,Fri Oct 10 21:40:28 +0000 2014,,,-1443744914,353,0.25,,,,,,,,,,,,,,,,,,,,,,,
Lakers,1536491522,#Lakers please sign Randall now,Glen,https://pbs.twimg.com/profile_images/796265961300992000/qXDv9OPR_normal.jpg,786,RPFostex,"Family man, producer of websites, bean counter, & lover of the 6 Strings. Not ""team follow back"". Will gladly engage & follow w/ rational banter. No solicitors.",Sat Sep 24 04:00:02 +0000 2011,,,378967325,762,0,,,,,,,,,,,,,,,,,,,,,,,
Lakers,1469382657,You can’t handle Julius Randle!!!  #Lakers #Beast,Dan Lovi,https://pbs.twimg.com/profile_images/2404672430/8p2ix8pd5bdhx023cjb1_normal.jpeg,492,LoviSports,"Restaurateur | Writer | Formerly content @SacramentoKings | @HofstraU | @USCAnnenberg | I don't like 🧀| No, I'm not @SethRogen | Married my ❤️@SandraBLovi",Sun Sep 26 00:55:41 +0000 2010,34.3373061,-118.1552891,195175830,686,0,,,Beast,,,,,,,,,,,,,,,,,,,,
Lakers,991272962,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,Joel Caust,https://pbs.twimg.com/profile_images/731602556066009088/dVtV0lDu_normal.jpg,140,JChoir,Artist & Creative Director,Thu Mar 15 01:12:12 +0000 2012,-37.5112737,145.5125288,524901317,758,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Warriors,-581681151,@espn Try that against the #Warriors Grayson. Watch out for Draymond when you drive the lane. 😉,Brad Belstock,https://pbs.twimg.com/profile_images/952013899020173313/D_vBQCmZ_normal.jpg,704,BradBelstock,Bleeds @Cuse orange. Bay Area native. I like to write. Always keeping score and making lists. Freelancing at life daily.,Fri Dec 18 00:11:22 +0000 2009,38.8642448,-121.208178,97556522,634,0,,ESPN,,,,,,,,,,,,,,,,,,,,,
klaythompson,726986752,"I wish #klaythompson could create his own shot. Games like this would be beneficial for that.
#DubNation #NBA #Warriors",Elijah Carey,https://pbs.twimg.com/profile_images/942260169269841920/nsNdOgTa_normal.jpg,153,elijahcarey98,"NBA superfan, Bay Area Sports fan, WWE is Life 💪",Thu Jun 25 07:38:12 +0000 2015,37.88472489999999,-122.114775,-1039579706,483,0.625,,,DubNation,NBA,Warriors,,,,,,,,,,,,,,,,,,
WeLoveLA,475348992,"#WeLoveLA RT ""#Lakers  Ball &amp; Randle &amp; Kuzma Lakers take the lead by scoring on 3 straight possessions!… https://t.co/1TfHVnVJuV",LosAngelesSRH,https://pbs.twimg.com/profile_images/886531756396032000/j65xlQUe_normal.jpg,1154,LosAngelesSRH,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise",Fri Aug 10 08:48:56 +0000 2012,34.3373061,-118.1552891,748959852,114,-0.25,https://twitter.com/i/web/status/972318113105526784,,Lakers,,,,,,,,,,,,,,,,,,,,
Lakers,-1143480320,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,SweithDaExclusiveOne,https://pbs.twimg.com/profile_images/945015624597671937/4nTKMjOA_normal.jpg,672,ShelenKeith,#DallasCowboys #TeamLebron #LSU #TheU,Wed Mar 03 14:42:02 +0000 2010,30.296503,-91.969376,119399570,988,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Rockets,693485568,"Hey #Rockets - how does it feel to win 17 straight, finally lose, and be poised to fall a half game behind the #Warriors? #NBA #WinAnyway",Rich Hopkins,https://pbs.twimg.com/profile_images/560067758138744832/rl-OJoUt_normal.jpeg,44565,RichHopkins,"The WinAnyway Guy - Husband, Dad of 6, die-hard believer & teacher for defining success on your terms. Speaker, Coach, & overall entertaining Amputee #WinAnyway",Thu May 22 16:17:23 +0000 2008,39.91424689999999,-104.6002959,14870085,25409,0.125,,,Warriors,NBA,WinAnyway,,,,,,,,,,,,,,,,,,
CelticsBeat,337104896,"RT @AdamMKaufman: Jaylen Brown's in the NBA's concussion protocol, but @985TheSportsHub's Cedric Maxwell told me on #CelticsBeat he doesn't…",Evan,https://pbs.twimg.com/profile_images/864666979537375232/5WdH9ARK_normal.jpg,1075,Tsuneyy,,Sun Aug 31 02:08:55 +0000 2014,42.40081989999999,-70.749455,-1538338284,285,-0.5,,Adam Kaufman,,,,,,98.5 The Sports Hub,,,,,,,,,,,,,,,
Celtics,-694775807,RT @ASherrodblakely: The #Celtics have placed Jaylen Brown in to the NBA's concussion protocol after his hard fall in the third quarter of…,Evan,https://pbs.twimg.com/profile_images/864666979537375232/5WdH9ARK_normal.jpg,1075,Tsuneyy,,Sun Aug 31 02:08:55 +0000 2014,42.40081989999999,-70.749455,-1538338284,285,-0.75,,A. Sherrod Blakely,,,,,,,,,,,,,,,,,,,,,
,-69767163,RT @SoarForFreedom: @WarriorofGod97 @MightyBusterBro @God_sgirl @winstonmeiiis @Vinc1car @DanCovfefe1 @Daisy49103 @kitkkatt @PaulthePoke Am…,NY Nite Owl,https://pbs.twimg.com/profile_images/727698016690421760/1UaIxf8H_normal.jpg,1922,SoarForFreedom,"FAMILY OF Loyals W/BIG AMERICAN DREAMS-WE BELIEVE! HAPPINESS IS:Luv,Laughs,Health,Truth,ourMAGIC ourMUSIC,USA & ALL WHO PROTECT OUR FREEDOM!(&LISTS=BLOCK!)TY",Wed May 04 02:59:09 +0000 2016,,,-1764339712,1752,0,,NY Nite Owl,,,,,,Gabriella 💛🔥✟️🔫,Buster,,,,,,,❤️Gabi❤️ 💯%✟️#MAGA,WinstonCovfefe🍁🦅,Kenny G,Dan🇺🇸American🇺🇸Dreamer🇺🇸,💛🌼Daisy49103🌼💛,PowerOfUSA🇺🇸,Paul Lehr,
Warriors,-271204350,Wow @zaza27 has to find @KlayThompson on that last play. Need to focus offense around Klay and KD every possession. #Warriors #DubNation,Travis Queypo,https://pbs.twimg.com/profile_images/771344677232451585/sgy6DIrS_normal.jpg,332,tQ2123,,Thu May 28 15:30:04 +0000 2009,38.8642448,-121.208178,43130751,468,0,,Zaza Pachulia,DubNation,,,,,klay thompson,,,,,,,,,,,,,,,
warriors,-1059786752,That zaza drive is the stuff nightmares are made of #warriors #dubnation,Ben,https://pbs.twimg.com/profile_images/878165857746034688/r0upAYdG_normal.jpg,200,BenZee29,semipro urban hiker// aspiring six footer// dub nation // crossword puzzles done in pen,Tue Mar 20 02:08:24 +0000 2012,,,530831270,1897,0.375,,,dubnation,,,,,,,,,,,,,,,,,,,,
NBA,-11194368,"RT @BF6NEPats: My Celtics Stick TOGETHER

#NBA
#CELTICS https://t.co/Nu0bz1wZfn",Alien 👽👾🔥,https://pbs.twimg.com/profile_images/959902954684694529/spNwOtDB_normal.jpg,53,valleinshan,"Sakin na to last na tooo!!! 
THANK YOU LORD 😍😙",Sun Mar 06 14:09:31 +0000 2016,15.543999,120.6978608,-32215040,139,0,,Boston Sports #1,CELTICS,,,,,,,,,,,,,,,,,,,,
Warriors,-309055488,Zaza makes literally no plays. #Warriors,Jon Swartz,https://pbs.twimg.com/profile_images/898021249217175553/1WKrpTbL_normal.jpg,27828,jswartz,"Senior Reporter, Barron's, S.F. Giants fan, former resident of London and Athens, Ga., and devotee of Saul Bellow.",Wed Aug 27 22:40:33 +0000 2008,37.9298239,-122.28178,16018805,7323,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Lakers,592769025,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,jay rock.,https://pbs.twimg.com/profile_images/967964905235038208/3IhjSZj6_normal.jpg,398,jayyeff48,"this that fire, gasoline.",Sun Nov 29 07:33:32 +0000 2009,,,93349279,158,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
TheWarmup,1326788614,RT @NBA: Kyrie Irving hits the floor LIVE to warm up for @celtics / @timberwolves on @NBAonTNT! #TheWarmup #Celtics https://t.co/f5PvB1fNH9,*〰️*msii.x Exo-L,https://pbs.twimg.com/profile_images/957483668389298177/MBaexyyW_normal.jpg,118,sannilove468,EXO-L Thailand WANNAONE NCT BTS SEVENTEEN ASTRO JBJ ❤️💕 사랑해요 오빠 ✨,Sat Oct 18 16:28:19 +0000 2014,,,-1431915399,269,0,https://www.pscp.tv/w/bXHJYDYyMjc4NHwxZ3F4dnBEYkRnd0dCHcHAM2VQyOCKTFxnwhthd7VpQwGYeq6mCOM31mKFUoc=,NBA,Celtics,,,,,Boston Celtics,Timberwolves,,,,,,,NBA on TNT,,,,,,,
Lakers,1201065984,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,Matt Lennon,https://pbs.twimg.com/profile_images/957959086183714816/T413Vdqf_normal.jpg,386,l21_22,Thank you Kobe!! #LakeShow #HalaMadrid!!!!! #Jets #Mcfc #Caps,Fri Aug 03 00:43:47 +0000 2012,,,733835826,478,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Lakers,-1969762302,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,Kenneth,https://pbs.twimg.com/profile_images/955149787090833413/gYJBx1At_normal.jpg,1341,KennoGreen,PVAMU | Software Engineer | Entrepreneur 🇳🇬,Sun Aug 08 09:44:34 +0000 2010,,,176025915,1045,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
GoLakers,-1919504383,"#GoLakers #LakerNation #Lakers #Tickets 2 Tickets Los Angeles Lakers @ Los Angeles Clippers 4/11/18 Los Angeles, CA… https://t.co/jDfbTlLElB",Lakers Fans,https://pbs.twimg.com/profile_images/920774637604151296/4Z_Y7sby_normal.jpg,2049,LakersViews,Los Angeles Lakers Fan Page. NOT linked to Official Los Angeles Lakers. #LAL  #LakerFaithful #KobeBryant #KB20 #GoLakers #LakerNation #LosAngelesLakers #Lakers,Tue Feb 24 02:39:56 +0000 2015,,,-1256237210,833,0,https://twitter.com/i/web/status/972317711278714881,,LakerNation,Lakers,Tickets,,,,,,,,,,,,,,,,,,
GoLakers,-2036871168,#GoLakers #LakerNation #Lakers #Tickets 4 INDIANA PACERS Tickets Los Angeles Lakers March 19 Section 4 Row 10 LOWER… https://t.co/cyu3YlzUxf,Lakers Fans,https://pbs.twimg.com/profile_images/920774637604151296/4Z_Y7sby_normal.jpg,2049,LakersViews,Los Angeles Lakers Fan Page. NOT linked to Official Los Angeles Lakers. #LAL  #LakerFaithful #KobeBryant #KB20 #GoLakers #LakerNation #LosAngelesLakers #Lakers,Tue Feb 24 02:39:56 +0000 2015,,,-1256237210,833,0,https://twitter.com/i/web/status/972317711161348096,,LakerNation,Lakers,Tickets,,,,,,,,,,,,,,,,,,
Warriors,886476800,RT @Minerva_AFC: 🎉📸 Some clicks of our celebrations last evening at the fortress where the #Warriors sealed their maiden @ILeagueOfficial t…,Aakash Sharma,https://pbs.twimg.com/profile_images/969118446733504512/L_HuHzTv_normal.jpg,1,iAaki07,,Sat Apr 12 22:22:56 +0000 2014,,,-1854304892,123,-0.125,,MINERVA PUNJAB FC,,,,,,Hero I-League,,,,,,,,,,,,,,,
celtics,462901248,RT @asdrubal3000: #celtics 117    -    #timberwolves    109   final  #nba,OscarTR M. A.,https://pbs.twimg.com/profile_images/890625273300787200/s8DXnuV8_normal.jpg,49,marin_racso,Instagram oscar_tr_m,Mon Apr 15 04:45:05 +0000 2013,,,1353476144,162,0,,asdrubal #DaleRT,timberwolves,nba,,,,,,,,,,,,,,,,,,,
NBA,-539504640,"#NBA Links to Boston Celtics web sites #Boston #Celtics #websites
https://t.co/1vbhEDjbzv",Tom Gillispie,https://pbs.twimg.com/profile_images/795718500736180225/9LqHgzHJ_normal.jpg,2011,SptsWriter,Tom Gillispie has written four books about auto racing. Big photo: 2008 Late Model race at Caraway Speedway. CONTACT: tgilli52@gmail.com,Thu Jun 10 20:21:53 +0000 2010,36.2472409,-80.2807638,154266844,1917,0,http://tom-gillispie.blogspot.com/2016/08/celtics.html,,Boston,Celtics,websites,,,,,,,,,,,,,,,,,,
Lakers,370421760,All you so called #Lakers fans talking mad about @ZO2_ GET OFF THE WAGON!! #GoLakers #PlayoffBound,Trench,https://pbs.twimg.com/profile_images/963558016518729733/8ry9N6hP_normal.jpg,1176,nwstrench,Lifetime #Lakeshow and #49ers Faithful. Father of a beautiful baby girl.  #JeepMafia #ClosetNerd #PacificIslander #nowallsstanding #shoyoroll #RaisedInThe80s,Tue Jul 22 11:06:15 +0000 2008,13.7994072,145.112915,15529133,1137,0,,Lonzo Ball,GoLakers,PlayoffBound,,,,,,,,,,,,,,,,,,,
warriors,2107027456,RT @FalconO49: @adamwaskow22 @RyanMiller1456 was a honor watching you guys with @TNT5Basketball and your North Linn team #warriors,TNT5 Basketball,https://pbs.twimg.com/profile_images/725345963133399040/6v-57fEY_normal.jpg,1362,TNT5Basketball,"Coach Tim Schuring and his staff provide personal, group, and team skills training. Also the home for The Iowa Prep club teams and youth coach seminars",Wed Mar 16 22:21:56 +0000 2011,43.330917,-91.7185499,267409271,1104,0,,Roger Oberhauser,,,,,,Adam waskow,Ryan Miller,,,,,,,TNT5 Basketball,,,,,,,
Lakers,1318547456,Lonzo is so active. makes plays all over the court. #Lakers,TheLakersReview,https://pbs.twimg.com/profile_images/941123680574119936/--ep-9fi_normal.jpg,43,TheLakersReview,https://t.co/65WRBzXBa8,Wed Dec 06 23:38:58 +0000 2017,,,-1844068352,31,0,,,,,,,,,,,,,,,,,,,,,,,
Lakers,1494708224,"Randle is a violent player, and I love every damn minute of it. #Lakers",Agnostic,https://pbs.twimg.com/profile_images/861041918553325569/8AyUo77q_normal.jpg,1167,shaqnosis1,"Lakers, Orioles, and Redskins.",Sat Apr 02 03:58:24 +0000 2011,,,275849192,1023,1,,,,,,,,,,,,,,,,,,,,,,,
Lakers,1192570880,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,Jay Young,https://pbs.twimg.com/profile_images/970158321607962624/mJ2v3uLm_normal.jpg,813,JayYoungMusic,Producer | Songwriter,Thu Mar 18 23:13:10 +0000 2010,38.8642448,-121.208178,124296829,240,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Lakers,693559296,Good defense!!!!! #Lakers,LOSS,https://pbs.twimg.com/profile_images/1196750977/IMG00064-20101221-1635_normal.jpg,954,CLOSSTHEKING,"God Family and good friends.Die hard Saints fan and Lakers https://t.co/RPIuEzX1Ys,LOVE,AND THE PERSUIT OF ANYTHING POSITIVE. LAKERGANG!!! WHODAT!!! IT AINT NO MORE TO IT!!",Fri Jul 10 21:51:05 +0000 2009,44.5299348,-73.134698,55674746,1874,0,,,,,,,,,,,,,,,,,,,,,,,
Lakers,131440641,RT @LakersNationLNU: Because winning a Championship with the #Lakers is better.. Skip you're wrong on this one. https://t.co/CG1uxcIJss,OsamaBinBallin®,https://pbs.twimg.com/profile_images/898261970264088576/Nt1cPpHc_normal.jpg,2128,Thezee_nuts,|7th letter in the alphabet| that funny dude from.... | jay z's 100th problem| my name is my name| email for business only semiradem988@yahoo.com. FRESCO,Thu Aug 23 03:50:37 +0000 2012,36.380623,-115.062072,775100168,1767,-0.875,https://twitter.com/undisputed/status/972225610767507457,KINGRAM 👑 Lakers Nation United,,,,,,,,,,,,,,,,,,,,,
Periscope,-1013526528,.@Everett1996 on #Periscope: The word of the day is... #80s #music #Nuggets #Lakers @Perisc… https://t.co/XGJ8RWCRB8 https://t.co/3zYXg1QdmN,J. Wo,https://pbs.twimg.com/profile_images/952773122368909312/aH5ayJVI_normal.jpg,113,jenwo513,Just a typical Minnesotan girl!! Raised in a small town and now living in the city #mnnice #the612 #skolsista #twinsfan #wildfan #goldengopherfan #lynxfan,Wed Aug 21 03:45:57 +0000 2013,49.384358,-89.48338509999999,1687312296,229,0.125,https://www.pscp.tv/w/bXNLvzF6WUVienFxV2FFZXh8MWxER0xhT3BFcE1KbSJ_kiPpo2EFBjzMxpruVXEoWl4dOC_sLeRdvv3wjlzj,Everett Gore,80s,music,Nuggets,Lakers,,Periscopio,,,,,,,,,,,,,,,
Lakers,-1718231040,"Considering everything, Luol Deng engaged during timeouts speaks of his great professionalism. #Lakers",Frank,https://pbs.twimg.com/profile_images/933016001406369792/_4PE6VTR_normal.jpg,831,FrankTalkLA,"Believer. Family guy. Sports fan. Youth Coach⚾🏀 
Always enjoy a respectful debate.

Co-host @LetsBeFrankPod w/@beisbolFrank discussing Dodgers/LA Sports",Thu Sep 10 15:02:34 +0000 2015,,,-778440064,882,-0.125,,,,,,,,,,,,,,,,,,,,,,,
Periscope,1318576128,.@Everett1996 on #Periscope: The word of the day is... #80s #music #Nuggets #Lakers @PeriscopeTV #MTV #InMyAwkardYe… https://t.co/XGJ8RWCRB8,J. Wo,https://pbs.twimg.com/profile_images/952773122368909312/aH5ayJVI_normal.jpg,113,jenwo513,Just a typical Minnesotan girl!! Raised in a small town and now living in the city #mnnice #the612 #skolsista #twinsfan #wildfan #goldengopherfan #lynxfan,Wed Aug 21 03:45:57 +0000 2013,49.384358,-89.48338509999999,1687312296,229,0.125,https://www.pscp.tv/w/bXNLvzF6WUVienFxV2FFZXh8MWxER0xhT3BFcE1KbSJ_kiPpo2EFBjzMxpruVXEoWl4dOC_sLeRdvv3wjlzj,Everett Gore,80s,music,Nuggets,Lakers,MTV,Periscope TV,,InMyAwkardYe,,,,,,,,,,,,,
,1557463041,"RT @CitizenToronto: The performance of ""This Is Me"" by Keala Settle showed the audience just what exactly is diversity and inclusion with h…",JA〽️ES,https://pbs.twimg.com/profile_images/937940322725773312/slWaTfrt_normal.jpg,347,JamesMarion20,S P R E A D   G O O D   V I B E S.,Mon May 18 07:51:52 +0000 2009,14.6390175,121.0261686,40834883,195,-0.25,,Citizen Toronto,,,,,,,,,,,,,,,,,,,,,
WeLoveLA,1012215808,"#WeLoveLA RT ""#Lakers  Brook keeps pouring it on #LakeShow https://t.co/6noLESGZZZ"" #SportsRoadhouse https://t.co/RQrrRhYpWP",LosAngelesSRH,https://pbs.twimg.com/profile_images/886531756396032000/j65xlQUe_normal.jpg,1154,LosAngelesSRH,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise",Fri Aug 10 08:48:56 +0000 2012,34.3373061,-118.1552891,748959852,114,0,,,Lakers,LakeShow,SportsRoadhouse,,,,,,,,,,,,,,,,,,
Lakers,-1919557632,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,JMS,https://pbs.twimg.com/profile_images/726646051420004352/RgLmM45B_normal.jpg,119,LAKESHOW760DFS,NBA DFS PRO -  LAKESHOW760,Sun Jul 22 21:37:04 +0000 2012,,,711307184,87,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
,-1063935998,Baby Lakers truly thrive off Lonzos feel and instincts man. Hyped that i was on the train long before people start… https://t.co/kLfaNia8Hz,Christopher Kimble,https://pbs.twimg.com/profile_images/940660922816671744/pr8wEffT_normal.jpg,334,thechriskimble,Redeemed husband and dad. Advertising Manager. Keep it moving!,Sun Jan 04 06:52:42 +0000 2009,38.0582999,-121.1840191,18597652,463,0.125,https://twitter.com/i/web/status/972317261162717186,,,,,,,,,,,,,,,,,,,,,,
lakers,466960384,"Lonzo does those little things that casuals just don't get. It adds up to WINNING. Eff a stat sheet, we want DUBS! #lakers #LakeShow",CJ Baldwin,https://pbs.twimg.com/profile_images/929099453012721664/Up6yrmtw_normal.jpg,440,2ndclarence,Still thinks Meteor Man is the best black superhero movie ever...,Mon Apr 27 04:41:11 +0000 2009,,,35672459,342,-0.875,,,LakeShow,,,,,,,,,,,,,,,,,,,,
Veterans,-1277820927,#Veterans #warriors are #dyinginthestreet #22aDay #Suicide #ptsd #crazy #politicians turn #Traitors #childhooddream… https://t.co/mKQOBFXeuz,Premunition Rock,https://pbs.twimg.com/profile_images/822346977732018177/ZLn_IIcO_normal.jpg,3071,Premunition,Home https://t.co/zWCCiWszwm  https://t.co/cQbeZMtZII  #TheResistance #sonofaptsdvet #peace #veterans #StandingRock #Cherokee #BornOnthe4thofJuly,Sun Jun 06 03:04:26 +0000 2010,25.855773,-80.139157,152492459,2831,0.125,https://twitter.com/i/web/status/972317248063930369,,warriors,dyinginthestreet,22aDay,Suicide,ptsd,,,crazy,politicians,Traitors,childhooddream,,,,,,,,,,
BearDown,-61489152,"#BearDown , time to send #UCLA home... oh and lets go #lakers got you +280 #moneyline when you guys were down 10..",Yev,https://pbs.twimg.com/profile_images/968940076683046912/Iaa2Y8t3_normal.jpg,26,YevGetit,"There are enough resources in the world for all of us. 

We plant a tree in the US for every bottle sold https://t.co/W1ujN9XBmQ",Thu Jul 23 21:01:55 +0000 2009,34.05056,-118.443426,59587677,19,0.125,,,UCLA,lakers,moneyline,,,,,,,,,,,,,,,,,,
KeepTheBallInLonzoHands,1675022336,RT @mavus15: #KeepTheBallInLonzoHands let a pg be a pg.. fuck all that off the ball shit. #Lakers,Z02 Max,https://pbs.twimg.com/profile_images/965321476923469824/rO1IXvya_normal.jpg,420,MaxIzBetha,"Ravens Lakers Trojans Gators Orioles BattleRap
#EliteMusicEars
#MastersDegreeInFoodTasting",Tue Mar 28 15:29:03 +0000 2017,,,-262864896,337,0,,Maѵus,Lakers,,,,,,,,,,,,,,,,,,,,
PowerOfTheFirstLady,43421701,"RT @SoarForFreedom: 🕊️❤️🗽#PowerOfTheFirstLady🗽❤️🕊️

🇺🇸#Patriots are🙏Blessed...w/this Strong,Smart,Loyal &amp; Loving😌@FLOTUS!
#InternationalWom…",NY Nite Owl,https://pbs.twimg.com/profile_images/727698016690421760/1UaIxf8H_normal.jpg,1922,SoarForFreedom,"FAMILY OF Loyals W/BIG AMERICAN DREAMS-WE BELIEVE! HAPPINESS IS:Luv,Laughs,Health,Truth,ourMAGIC ourMUSIC,USA & ALL WHO PROTECT OUR FREEDOM!(&LISTS=BLOCK!)TY",Wed May 04 02:59:09 +0000 2016,,,-1764339712,1752,0,,NY Nite Owl,Patriots,,,,,Melania Trump,,,,,,,,,,,,,,,
Lakers,-204197888,Yoooo that #Lakers Vs #Nuggets game is gooooood #NBA https://t.co/0jshNkTYJr,Dj Kidd-B,https://pbs.twimg.com/profile_images/852575228601303040/HOJDL2o5_normal.jpg,5713,djkiddb,•• Official LMP DJ •• On Air Talent Univision Radio 104.9 FM Latino Mix •• Music Choice Cable TV •• 2013 LATINMIXX DJ Of The Year •• ClubKillers ••,Sun Apr 05 19:48:35 +0000 2009,,,29047858,924,0,,,Nuggets,NBA,,,,,,,,,,,,,,,,,,,
Lakers,-342499327,"Let us acknowledge that the #Lakers are better with Lonzo? Not a 50 win team, but a team with promise that is winning.",Barvado,https://pbs.twimg.com/profile_images/832848457245134848/wTlanqtL_normal.jpg,26,Barvado_3000,Culture preserver,Sat Feb 18 06:37:52 +0000 2017,44.42028089999999,-122.473612,-1525321728,86,0.5,,,,,,,,,,,,,,,,,,,,,,,
Lakers,-2066399225,I am now just chillin and watching #Lakers basketball. Let’s go #Lakers!!! 🏀🏀🏀.,Josh Sabile,https://pbs.twimg.com/profile_images/949007064751206400/crN7ToLs_normal.jpg,130,pinoy287,24. College Student. Golfer!!! ⛳️🏌️🏌️⛳️. Bitcoin Miner. Ripple. Crypto Currency. Lakers!!!! Philippians 4:13. Joshua 10:8. Romans 12:21. 🇺🇸🇵🇭,Tue Jun 28 04:27:23 +0000 2016,34.407424,-118.560855,513179649,232,0.125,,,Lakers,,,,,,,,,,,,,,,,,,,,
Lakers,1863659520,@kylekuzma and @ZO2_ defense is underrated #Lakers #Lakernation #LakeShow,Alif Reneau,https://pbs.twimg.com/profile_images/730484734946463746/x1rWd1tI_normal.jpg,524,standingeiht,"Beats, Rhymes and Fights! 🔞 Adults only. Grown folk shit #lakernation #sonofabitch #impeachtrump #takeaknee #imwithkap",Thu Mar 03 14:58:09 +0000 2016,,,-1139474432,2053,0,,kuz,Lakernation,LakeShow,,,,Lonzo Ball,,,,,,,,,,,,,,,
Nuggets,1393995776,"RT @TJMcBrideNBA: #Nuggets lead disappears after Kuzma misses a three, rebounds his own miss, and hits the layup. 

#Nuggets trail #Lakers…",5280 Sports,https://pbs.twimg.com/profile_images/777209994961760256/aN6fGKlF_normal.jpg,505,5280_Sports,Mile High Sports News and Knowledge,Fri May 04 17:30:27 +0000 2012,,,571089669,1069,0,,T.J. McBride,Nuggets,Lakers,,,,,,,,,,,,,,,,,,,
Lakers,-900358142,Lonzo Ball makes winning plays. #Lakers,Dan Duangdao,https://pbs.twimg.com/profile_images/791319394693488641/5frJA3ys_normal.jpg,8592,DanDuangdao,"I cover NBA, but mostly Los Angeles Lakers. @LASports_Media Founder. @ClutchPointsApp and @CavsNationNet Editor. Former Lakers Nation Editor-in-Chief.",Thu Aug 19 15:53:13 +0000 2010,34.3373061,-118.1552891,180416668,400,-0.125,,,,,,,,,,,,,,,,,,,,,,,
Lakers,-1466519552,Zo! #Lakers,Sublime,https://pbs.twimg.com/profile_images/969683473857417216/OrpUrZ-z_normal.jpg,267,Wassupdun,"Licensed Clinical Social Worker (LCSW), Professor, Video Game Player, B-Boy, Book Inhaler, Art Connesueir.",Thu Jan 22 22:51:20 +0000 2009,,,19367265,479,0,,,,,,,,,,,,,,,,,,,,,,,
Lakers,1305751552,KUZMANIA #Lakers,𝕀'𝕞 𝕒 𝕡𝕒𝕨𝕗𝕖𝕤𝕤𝕚𝕠𝕟𝕒𝕝,https://pbs.twimg.com/profile_images/929924012452409344/GLQ0gNqS_normal.jpg,578,josephespana,Designerd 🎮 🏀 ⚾️ #BlackLivesMatter #TransLivesMatter,Sun Feb 22 07:23:27 +0000 2009,33.9758298,-118.3750979,21552380,980,0,,,,,,,,,,,,,,,,,,,,,,,
BeatLA,-388636671,"You know what league, I’ve missed those #BeatLA chants! While you sleeping, the #Lakers have been slowly coming bac… https://t.co/f38IMHHPSA",Leif,https://pbs.twimg.com/profile_images/510185374795059201/IAG8J7GX_normal.jpeg,75,aron710,🌙 Child,Fri Oct 15 18:16:03 +0000 2010,,,203179704,126,-0.625,https://twitter.com/i/web/status/972317004139978753,,Lakers,,,,,,,,,,,,,,,,,,,,
Lakers,882126848,I love these #Lakers. #LakeShow,Hendy,https://pbs.twimg.com/profile_images/863062638502203392/M467xcWP_normal.jpg,298,HendyLA,"L.A. native • Indonesian bloodlines • I tweet about sports a lot (#Dodgers #Lakers #Packers #UCLA). In God we trust, all others must bring data. - Rick Peterson",Tue Nov 03 08:47:31 +0000 2009,34.3373061,-118.1552891,87145417,310,1,,,LakeShow,,,,,,,,,,,,,,,,,,,,
Lakers,2060726273,#Lakers,Wes 🔸Producer🔸,https://pbs.twimg.com/profile_images/879422978026479616/e6nv2H12_normal.jpg,244,SupaCaliWes,Producer of: #REHABComedyJam & #TheREHABRadioShow on #HomeGrownRadio Tune in Tuesdays 8pm - 10pm #SupaCaliEverything,Wed Jan 19 00:34:57 +0000 2011,,,240028858,355,0,,,,,,,,,,,,,,,,,,,,,,,
